filepath,title,label
./cifar_10_20211007/train/2/3302.png,a blurry photo of the bird.,2
./cifar_10_20211007/train/6/3241.png,a photo of the big frog.,6
./cifar_10_20211007/train/9/1518.png,a high contrast photo of a truck.,9
./cifar_10_20211007/train/6/4296.png,a good photo of the frog.,6
./cifar_10_20211007/train/9/1226.png,a low contrast photo of the truck.,9
./cifar_10_20211007/train/3/1826.png,a good photo of a cat.,3
./cifar_10_20211007/train/5/2735.png,a high contrast photo of a dog.,5
./cifar_10_20211007/train/2/954.png,a photo of a small bird.,2
./cifar_10_20211007/train/8/2862.png,a black and white photo of the ship.,8
./cifar_10_20211007/train/3/84.png,a bad photo of a cat.,3
./cifar_10_20211007/train/4/3920.png,a photo of the small deer.,4
./cifar_10_20211007/train/6/2412.png,a bad photo of the frog.,6
./cifar_10_20211007/train/3/3757.png,a blurry photo of a cat.,3
./cifar_10_20211007/train/4/964.png,a good photo of a deer.,4
./cifar_10_20211007/train/5/2442.png,a photo of a big dog.,5
./cifar_10_20211007/train/1/3732.png,a high contrast photo of a automobile.,1
./cifar_10_20211007/train/2/1533.png,a bad photo of the bird.,2
./cifar_10_20211007/train/8/4170.png,a good photo of a ship.,8
./cifar_10_20211007/train/5/908.png,a high contrast photo of a dog.,5
./cifar_10_20211007/train/6/4407.png,a blurry photo of the frog.,6
./cifar_10_20211007/train/1/4076.png,a bad photo of a automobile.,1
./cifar_10_20211007/train/4/4906.png,a blurry photo of a deer.,4
./cifar_10_20211007/train/8/603.png,a blurry photo of the ship.,8
./cifar_10_20211007/train/5/1268.png,a high contrast photo of the dog.,5
./cifar_10_20211007/train/4/3011.png,a photo of the deer.,4
./cifar_10_20211007/train/8/1875.png,a bad photo of the ship.,8
./cifar_10_20211007/train/9/4072.png,a photo of the small truck.,9
./cifar_10_20211007/train/3/4697.png,a bad photo of the cat.,3
./cifar_10_20211007/train/4/3504.png,a blurry photo of a deer.,4
./cifar_10_20211007/train/3/551.png,a good photo of the cat.,3
./cifar_10_20211007/train/0/2516.png,a good photo of the airplane.,0
./cifar_10_20211007/train/5/4001.png,a photo of the big dog.,5
./cifar_10_20211007/train/4/4054.png,a photo of the deer.,4
./cifar_10_20211007/train/9/792.png,a photo of the small truck.,9
./cifar_10_20211007/train/0/1217.png,a bad photo of a airplane.,0
./cifar_10_20211007/train/5/4009.png,a bad photo of the dog.,5
./cifar_10_20211007/train/3/1295.png,a blurry photo of a cat.,3
./cifar_10_20211007/train/1/3213.png,a blurry photo of the automobile.,1
./cifar_10_20211007/train/5/722.png,a low contrast photo of the dog.,5
./cifar_10_20211007/train/4/4169.png,a high contrast photo of a deer.,4
./cifar_10_20211007/train/0/2667.png,a bad photo of a airplane.,0
./cifar_10_20211007/train/5/4483.png,a low contrast photo of a dog.,5
./cifar_10_20211007/train/5/4041.png,a bad photo of the dog.,5
./cifar_10_20211007/train/8/18.png,a high contrast photo of the ship.,8
./cifar_10_20211007/train/5/4282.png,a photo of the big dog.,5
./cifar_10_20211007/train/4/4214.png,a high contrast photo of a deer.,4
./cifar_10_20211007/train/4/4997.png,a good photo of a deer.,4
./cifar_10_20211007/train/9/3849.png,a photo of the small truck.,9
./cifar_10_20211007/train/9/4069.png,a low contrast photo of a truck.,9
./cifar_10_20211007/train/8/2566.png,a high contrast photo of a ship.,8
./cifar_10_20211007/train/8/1291.png,a bad photo of the ship.,8
./cifar_10_20211007/train/4/1112.png,a good photo of the deer.,4
./cifar_10_20211007/train/5/2833.png,a bad photo of the dog.,5
./cifar_10_20211007/train/8/2570.png,a photo of a ship.,8
./cifar_10_20211007/train/8/4552.png,a low contrast photo of a ship.,8
./cifar_10_20211007/train/4/2444.png,a photo of the big deer.,4
./cifar_10_20211007/train/0/4275.png,a blurry photo of the airplane.,0
./cifar_10_20211007/train/4/1207.png,a bad photo of a deer.,4
./cifar_10_20211007/train/0/3678.png,a high contrast photo of a airplane.,0
./cifar_10_20211007/train/0/766.png,a blurry photo of the airplane.,0
./cifar_10_20211007/train/8/2659.png,a low contrast photo of the ship.,8
./cifar_10_20211007/train/8/3165.png,a low contrast photo of a ship.,8
./cifar_10_20211007/train/0/111.png,a black and white photo of a airplane.,0
./cifar_10_20211007/train/0/4891.png,a photo of a small airplane.,0
./cifar_10_20211007/train/0/3682.png,a blurry photo of a airplane.,0
./cifar_10_20211007/train/0/3839.png,a blurry photo of the airplane.,0
./cifar_10_20211007/train/0/4805.png,a black and white photo of the airplane.,0
./cifar_10_20211007/train/0/4294.png,a blurry photo of a airplane.,0
./cifar_10_20211007/train/0/1458.png,a photo of a airplane.,0
./cifar_10_20211007/train/0/3858.png,a low contrast photo of the airplane.,0
./cifar_10_20211007/train/0/1741.png,a high contrast photo of the airplane.,0
./cifar_10_20211007/train/0/3952.png,a low contrast photo of the airplane.,0
./cifar_10_20211007/train/0/3179.png,a low contrast photo of the airplane.,0
./cifar_10_20211007/train/0/273.png,a good photo of a airplane.,0
./cifar_10_20211007/train/0/2339.png,a high contrast photo of a airplane.,0
./cifar_10_20211007/train/0/4836.png,a black and white photo of the airplane.,0
./cifar_10_20211007/train/0/4721.png,a blurry photo of the airplane.,0
./cifar_10_20211007/train/0/1979.png,a blurry photo of the airplane.,0
./cifar_10_20211007/train/0/3083.png,a photo of a airplane.,0
